42,>WP_003402250.1 ,class I SAM-dependent methyltransferase,Enzyme ,,427,8.97,89.20,81360,-0.188,hydrophilic,43.32,47767.49,48,44,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmicmembrane,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.188056,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Mycolic acid cyclopropane synthetase; This family consist of ...
","pfam02353	
",2.08E-140,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases	,	Mycolic acid cyclopropane synthase","2.3e-66
,0.00011
",Cyclopropane mycolic acid synthase 1 (3.40.50.150/FF/115)	,1.00E-55,Mycolic acid cyclopropane synthetase,2.60E-105,no HIT,0,,"Rv0448c	","Neighborhood
Gene Fusion
Cooccurence",0.983,,PROBABLE NON-ALLERGEN,Q8IZS8,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4314,,Metabolism Molecule,0.76795083,,cyclopropane-fatty-acyl-phospholipid synthase,"AEJ45609.1",0,,"Methyltransferases",Transferring One-Carbon Groups	,Transferases,2.1.1.-	0.99," Enzyme protein
2.-.-.- Transferases
2.1.-.- Transferring one-carbon groups
 ",ENZYME
43,>WP_003402288.1 ,type II toxin-antitoxin system PemK/MazF family toxin ,Toxin-Antitoxin System(TA system),,93,11.31,84.95,16500,-0.194,hydrophilic,58.36,9925.40,13,8,0,Unstable,,,cytoplasm,Extracell,cell inner membrane,Unknown,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,1,-0.193548,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"PemK-like, MazF-like toxin of type II toxin-antitoxin system; PemK is a growth inhibitor in E. ...
","cl00995	
",2.01E-12,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Cell growth inhibitor/plasmid maintenance toxic component,Kid/PemK	","0.0000000000000545
,0.0032",mRNA interferase (2.30.30.110/FF/7)	,1.90E-04,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",2.80E-11,no HIT,0,,mazE1,Neighborhood,0.876,,PROBABLE ALLERGEN,Q12567,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.541,,cellular Process,0.51223887,,hypothetical protein MRGA423_02880,"AFE11784.1
",2.00E-57,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.1.-.-	0.98,noT ENZYME ,NOT ENZYME 
44,>WP_003402323.1,class I SAM-dependent methyltransferase,Enzyme ,,287,6.00,82.23,38390,-0.284,hydrophilic,37.09,33027.71,30,37,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmicmembrane,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.283624,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Mycolic acid cyclopropane synthetase; This family consist of ...","pfam02353	
",6.65E-156,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","5.29e-74
,0.000000000124",3.40.50.150/FF/1704	,1.30E-07,Mycolic acid cyclopropane synthetase,1.80E-119,no HIT,0,,	fadD32,Textmining,0.657,,PROBABLE NON-ALLERGEN,A4KZ49,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN,0.3974,,cellular Process,1.7657626,,cyclopropane mycolic acid synthase PcaA ,"WP_099217908.1",0,,"Methyltransferases",Transferring One-Carbon Groups	,Transferases,2.1.1.-	0.98,noT ENZYME ,NOT ENZYME 
45,>WP_003402335.1 ,helix-turn-helix transcriptional regulator ,Regulatory Protein,Regulatory protein,140,5.22,84.36,4470,-0.464,hydrophilic,49.59,15364.15,17,21,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmicmembrane,"Outer Membrane Protein",1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.463571,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Helix-turn-helix XRE-family like proteins. Prokaryotic DNA binding proteins belonging to the ...
","cd00093	
",1.33E-14,HTH_XRE	,3.56E-15,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	lambda repressor-like DNA-binding domains,SinR domain-like	","6.76E-16,0.025",Transcriptional regulator ClgR (1.10.260.40/FF/32)	,1.70E-33,Helix-turn-helix,1.40E-14, Cro/C1-type HTH domain profile,15.305,,"Rv2017	
",Textmining,0.776,,PROBABLE NON-ALLERGEN,Q9BPX7,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.4829,,cellular Process,1.1030591,,helix-turn-helix transcriptional regulator ,"WP_078405418.1
",2.00E-93,,"Carboxylic Ester Hydrolases
",Acting on Ester Bonds	,Hydrolases,non Enzyme,noT ENZYME ,NOT ENZYME 
46,>WP_003402339.1 ,heparin-binding hemagglutinin HbhA ,Virulent protein,,199,9.17,84.67,4470,-0.593,hydrophilic,46.67,21534.46,36,32,0,Unstable,,,cytoplasm,cytoplasm,Extracell,Cellwall,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,1,-0.592965,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Apolipoprotein A-I,Apolipoprotein A-I		","0.0000262,0.0086

",Heparin-binding hemagglutinin HbhA (1.20.5.1230/FF/1)	,2.80E-74,Apolipoprotein A1/A4/E domain,0.0009,no HIT,0,,	esxA,Textmining,0.865,,PROBABLE NON-ALLERGEN,A6NC98,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6822,,cellular Process	,0.13220618,,iron-regulated heparin binding hemagglutinin hbhA,"ACT23509.1
",1.00E-131,,"Acting on Polysaccharides
",Carbon-Oxygen Lyases	,Lyases	,non Enzyme,noT ENZYME ,NOT ENZYME 
47,>WP_003402390.1 ,two-component sensor histidine kinase,Regulatory protein,Regulatory protein,410,6.06,97.34,22460,"-0.200
",hydrophilic,48.66,44824.74,53,58,0,Unstable,,,inner membrane,Cell membrane.,Cell inner membrane.,CytoplasmicMembrane,"Inner-membrane Protein",1,Cell inner membrane,,Signal Peptide,Membrane Protein,1,-0.199756,"TOPDOM
",Secretion (Signal Peptide),transmembrane	,No signal peptide,Signal peptide,Secretory peptide,Phosphorylation prediction,,"phosphate regulon sensor kinase PhoR; Members of this protein family are the regulatory ...
","cl37197	
",3.90E-64,HisKA	,1.85E-17,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,Histidine kinase	,Homodimeric domain of signal transducing histidine kinase	,Homodimeric domain of signal transducing histidine kinase	","3.93e-46
,0.0012
,0.00000000000000235
,0.00088
",Sensor histidine kinase (3.30.565.10/FF/102)	,1.20E-22,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",4.40E-24,  Histidine kinase domain profile,49.265,,	regX3,"Neighborhood
Cooccurence
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN, P11586,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.5139,,Metabolism Molecule,0.65035406,,	two-component system sensor histidine kinase SenX3 ,"WP_003910136.1",0,,"Protein-histidine kinases
",Transferring Phosphorus-Containing Groups	,Transferases,2.7.13.3	1.0,"is an Enzyme protein
	2.-.-.- Transferases
2.7.-.- Transferring phosphorous-containing groups
",ENZYME
48,>WP_003402432.1 ,sugar phosphate isomerase/epimerase ,Enzyme ,,280,7.84,82.61,26930,-0.158,HYDROPHIlic,41.68,30465.64,30,29,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.158214,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Sugar phosphate isomerase/epimerase [Carbohydrate transport and metabolism];
","cl42362	
",3.26E-35,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Xylose isomerase-like	,IolI-like	","1.52e-39
,0.029",Fructoselysine 3-epimerase (3.20.20.150/FF/13)	,4.70E-04,Xylose isomerase-like TIM barrel,4.10E-22,no HIT,0,,Rv1752,"Coexpression
Databases
Textmining",0.866,,PROBABLE NON-ALLERGEN,Q7DM89,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.6338,,Metabolism Molecule,1.9195591,,conserved hypothetical protein,"EFD72140.1
",0,,Hydro-lyases,Carbon-Oxygen Lyases	,Lyases	,"non Enzyme","Enzyme protein	3.-.-.- Hydrolases
	3.1.-.- Acting on ester bonds
 ",ENZYME
49,>WP_003402437.1 , DNA-binding protein ,Regulatory Protein,Structural protein,78,9.39,78.72,2980,-0.133,HYDROPHIlic,17.52,8507.73,9,7,1,Stable,,,cytoplasm,Extracell,"Cell inner membrane. Cytoplasm. Extracell.
",cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.133333,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Helix-Turn-Helix DNA binding domain of transcription regulators from the MerR superfamily; ...","cl02600	
",5.81E-16,N/A,N/A,None pridicted,N/A,DNA binding ,GO:0003677,1,N/A,N/A,0,No result,No,0,"Putative DNA-binding domain	,Excisionase-like	","0.0000201
,0.056
",N/A,0,Helix-turn-helix domain,4.20E-14,no HIT,0,,	Rv1717,Textmining,0.863,,PROBABLE NON-ALLERGEN,Q93084,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5926,,Metabolism Molecule,1.4299943,,DNA-binding protein,"AUS49558.1
",2.00E-49,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
50,>WP_003402602.1 ,AURKAIP1/COX24 domain-containing protein,Regulatory Protein,Regulatory Protein,33,12.91,64.85,N/A,-1.736,HYDROPHIlic,90.39,4145.19,18,0,0,Unstable,,,cytoplasm,N/A,N/A,Unknown,N/A,0,Cytoplasm,,no signal peptide,Soluble Protein,1,-1.736364,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,DUF1713	,0.00000212,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,"Mitochondrial mRNA-processing protein COX24, C-terminal",3.10E-12,no HIT,0,,rpmF,Experiments,0.823,,PROBABLE NON-ALLERGEN,Q8GVZ2,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.7251,,Cellular process,1.298726,,hypothetical protein FRC0192_00382,"CAB0787866.1",2.00E-10,,N/A,N/A,N/A,N/A,N/A,N/A
51,>WP_003402621.1,class I SAM-dependent methyltransferase,Enzyme ,,302,5.11,73.68,51340,-0.467,HYDROPHIlic,39.55,34660.11,34,47,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.466556,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Mycolic acid cyclopropane synthetase; This family consist of ...","pfam02353	
",3.68E-164,N/A,N/A,"
Mycolic acid cyclopropane synthase ",IPR003333,N/A,N/A,0,lipid biosynthetic process ,GO:0008610,1,No result,No,0,"        S-adenosyl-L-methionine-dependent methyltransferases        ,Mycolic acid cyclopropane synthase	","1.14e-71
,0.0000000000741
",S-adenosyl-methionine-sterol-C-methyltransferas (AFU_orthologue AFUA_4G09190) (3.40.50.150/FF/348)	,2.00E-04,Mycolic acid cyclopropane synthetase,2.60E-120,no HIT,0,,Rv0504c,"Neighborhood
Textmining",0.9,,PROBABLE NON-ALLERGEN,P04045,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4708,,cellular Process,0.97568439,,cyclopropane mycolic acid synthase CmaA2,	WP_003402621.1,0,,"Methyltransferases",Transferring One-Carbon Groups	,Transferases,2.1.1.-	0.96,"is an Enzyme protein
	2.-.-.- Transferases
	2.1.-.- Transferring one-carbon group",ENZYME
52,>WP_003402827.1,class I SAM-dependent methyltransferase,Enzyme ,,116,4.91,84.83,9970,               -0.470,HYDROPHllic,57.52,13058.71,14,19,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,Unknown,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.469828,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Methyltransferase domain; Members of this family are SAM dependent methyltransferases.
","pfam08241	
",1.37E-17,N/A,N/A,None pridicted,N/A,methyltransferase activity ,GO:0008168,1,N/A,N/A,0,No result,No,0,"	S-adenosyl-L-methionine-dependent methyltransferases,Mycolic acid cyclopropane synthase	","2.05e-27
,0.00037
",3.40.50.150/FF/1080	,1.10E-05,Methyltransferase domain,3.40E-15,no HIT,0,,	Rv0521,"Neighborhood
Gene Fusion
Cooccurence",0.99,,PROBABLE ALLERGEN,Q99UR0,No Result,No Result,No Result,No Result,0,,Probable NON-ANTIGEN,0.391,,Information and storage,1.2681384,,methyltransferase/methylase ,"CFB12317.1
",7.00E-79,,"Methyltransferases",Transferring One-Carbon Groups	,Transferases,2.-.-.-	0.64,"""is an Enzyme protein
	2.-.-.- Transferases
	2.1.-.- Transferring one-carbon group""",ENZYME
53,>WP_003402868.1 ,NAD-dependent epimerase/dehydratase family protein,Enzyme ,,346,6.45,87.49,24410,0.045,Hydrophobic,38.96,36219.16,32,35,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Unknown,1,0.044509,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Glycosylation prediction,,"Rossmann-fold NAD(P)(+)-binding proteins; A large family of proteins that share a ...
","cl21454	",1.29E-72,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"NAD(P)-binding Rossmann-fold domains	,Tyrosine-dependent oxidoreductases	","1.59e-71
,0.00054",UDP-glucuronic acid decarboxylase Uxs1p (3.40.50.720/FF/567)	,1.00E-07,NAD dependent epimerase/dehydratase family,5.70E-40,no HIT,0,,		pnp,"Neighborhood
Cooccurence
Textmining",0.987,,PROBABLE NON-ALLERGEN, Q6UB35,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5364,,cellular Process	,2.8496999,,NAD-dependent epimerase/dehydratase family protein,"WP_003402868.1
",0,,Acting on Carbohydrates and Derivatives,Epimerases and racemases	,Isomerases,5.1.3.-	0.74,"is an Enzyme protein
	1.-.-.- Oxidoreductases
	1.1.-.- Acting on the CH-OH group of donors",ENZYME
54,>WP_003402875.1 ,glycosyltransferase family 2 protein ,Enzyme ,,210,9.24,107.71,33460,0.143,Hydrophobic,31.31,22403.89,25,22,1,Stable,,,inner membrane,"Cell membrane. Cytoplasm.
 ","Cell inner membrane. Cytoplasm.
",cytoplasmicMembrane,cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Membrane Protein,1,0.142857,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DPM_DPG-synthase_like is a member of the Glycosyltransferase 2 superfamily; DPM1 is the ...
","cd04179	
",6.18E-39,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Nucleotide-diphospho-sugar transferases	,mannose-1-phosphate guanylyl transferase	","3.7e-35
,0.065
",Glycosyl transferase family 2 (3.90.550.10/FF/470)	,1.10E-04,Glycosyl transferase family 2,7.50E-19,no HIT,0,,	Rv0540,"Neighborhood
Gene Fusion
Cooccurence",0.991,,PROBABLE NON-ALLERGEN,Q8RVT7,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.5818,,cellular Process,1.8084535,,	glycosyltransferase family 2 protein,"WP_057320357.1
",3.00E-143,,Hexosyltransferases,Glycosyltransferases,Transferases,2.4.-.-	0.98,noT ENZYME ,NOT ENZYME 
55,>WP_003402907.1,VOC family protein,Enzyme ,,128,5.31,88.44,16960,-0.278,HYDROPHllic,44.49,14346.25,13,18,0,Unstable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.278125,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"uncharacterized subfamily of vicinal oxygen chelate (VOC) family; The vicinal oxygen chelate ...
","cd07264	
",3.75E-33,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	,Antibiotic resistance proteins	","2.48e-21,0.017
",N/A,0,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,4.00E-15,Vicinal oxygen chelate (VOC) domain profile,17.402,,	ureA,Textmining,0.901,,PROBABLE NON-ALLERGEN, P52903,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.4213,,Metabolism Molecule,1.1376856,,	VOC family protein,"MBX4337341.1
",1.00E-86,,Acting on Other Compounds,Epimerases and racemases	,Isomerases,4.-.-.-	0.6,"is an Enzyme protein
1.-.-.- Oxidoreductases
	1.13.-.- Acting on single donors with incorporation of molecular oxygen",ENZYME
56,>WP_003402909.1,SDR family oxidoreductase,Enzyme ,,294,9.51,103.95,41940,0.031,HYDROPHbic,55.23,31866.94,33,28,0,Unstable,,,cytoplasm,"Cell membrane. Cytoplasm.
 ",cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,0.031292,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"SDR family oxidoreductase;
","PRK05866	
",0,low complexity	,N/A,"
Short-chain dehydrogenase/reductase SDR ",IPR002347,N/A,N/A,0,N/A,N/A,0,No result,No,0,"NAD(P)-binding Rossmann-fold domains	,Tyrosine-dependent oxidoreductases	","1.68e-51,0.00095
",2-deoxy-D-gluconate 3-dehydrogenase (3.40.50.720/FF/81)	,1.00E-16,short chain dehydrogenase,3.10E-38,no HIT,0,,	fas,Databases,0.965,,PROBABLE NON-ALLERGEN,Q10567,Unknown,	Sesamum indicum,No Result,A0A0A6YYW2,	1/1 (100.0%),,Probable ANTIGEN,0.4702,,cellular Process,1.3913423,,	SDR family oxidoreductase,"NKE25967.1
",1.00E-172,,With NAD or NADP as acceptor,Acting on the CH-OH group of donors	,Oxidoreductases,1.1.1.-	0.93,"is an Enzyme protein
1.-.-.- Oxidoreductases
1.-.- Acting on the CH-OH group of donors
",ENZYME
57,>WP_003402929.1 ,membrane protein,Membrane Protein,Structural protein,171,10.77,126.02,22460,0.250,HYDROPHbic,46.95,18800.08,21,13,0,Unstable,,,inner membrane,cell membrane,Cell inner membrane. Extracell. Periplasm.,cytoplasmicMembrane,"Inner-membrane Protein",1,Cytoplasm,,no signal peptide,Membrane Protein,2,0.250292,Prediction,Secretion (Signal Peptide),transmembrane	,No signal peptide,No signal peptide,No Secretory Protein ,Glycosylation prediction,,"Protein of unknown function (DUF3592); This family of proteins is functionally uncharacterized. ...
","cl13576	
",1.50E-05,transmembrane region	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,N/A,0,N/A,0,"PF12158, Protein of unknown function (DUF3592)",0.00011,no HIT,0,,"Rv0361	",Textmining,0.897,,PROBABLE NON-ALLERGEN,Q08722,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.6677,,Metabolism Molecule,0.88761867,,	transmembrane protein,"CKQ77557.1",2.00E-104,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
58,>WP_003403119.1 ,MCE family protein,Transport protein,,516,5.76,88.47,48360,-0.100,HYDROPHllic,37.54,54194.3,37,43,1,Stable,,,inner membrane,Extracell,"Cell inner membrane. Periplasm.
",Unknown,Periplasmic Protein,1,Periplasm,,no signal peptide,Membrane Protein,2,-0.099806,Prediction,Secretion (Signal Peptide),transmembrane	,signal peptide,Signal peptide,Secretory peptide,Glycosylation prediction,,"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component ...
","cl34274	
",8.10E-80,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"	Methyl-accepting chemotaxis protein (MCP) signaling domain,	Methyl-accepting chemotaxis protein (MCP) signaling domain","0.000183
,0.033",N/A,0,MlaD protein,1.40E-15,no HIT,0,,"	yrbE2A	
	yrbE2B","Neighborhood
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.997,,PROBABLE NON-ALLERGEN,Q68CP9,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.4419,,cellular Process,1.7632016,,MlaD family protein,"WP_003403119.1
",0,,"Methyltransferases",Transferring One-Carbon Groups	,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
59,>WP_003403125.1 , type II toxin-antitoxin system Phd/YefM family antitoxin,Toxin-Antitoxin System(TA system),,85,6.59,100.94,11000,-0.511,HYDROPHllic,74.32,9681.06,14,14,0,Unstable,,,cytoplasm,Cytoplasm. Extracell.,Cell inner membrane.,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Soluble Protein,0,-0.510588,Prediction,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor ...
","cl44010	
",2.09E-17,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"YefM-like	,YefM-like	","0.0000000183,0.02",Antitoxin (3.40.1620.10/FF/2)	,2.10E-19,"Antitoxin Phd_YefM, type II toxin-antitoxin system",1.30E-10,no HIT,0,,	vapC4,"Neighborhood
Textmining",0.984,,PROBABLE NON-ALLERGEN,Q8TBG4,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.5001,,Metabolism Molecule,1.7565405,,type II toxin-antitoxin system antitoxin VapB4,"WP_031647732.1
",1.00E-50,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,non Enzyme,noT ENZYME ,NOT ENZYME 
60,>WP_003403148.1 ,response regulator transcription factor,Regulatory protein,Regulatory protein,253,8.86,93.72,25440,-0.303,HYDROPHllic,34.34,28170.26,40,37,1,Stable,,,cytoplasm,cytoplasm,cytoplasm,cytoplasmic,cytoplasmic Protein,1,Cytoplasm,,Signal Peptide,Unknown,1,-0.303162,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain ...","COG0745	
",9.59E-86,REC	,2.55E-44,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"CheY-like	,CheY-related","1.71e-42,0.00041",3.40.50.2300/FF/1401	,1.10E-19, Response regulator receiver domain,1.50E-29,"Response regulatory domain profile,OmpR/PhoB-type DNA-binding domain profile ","45.660,41.003",,Rv0601c,"Neighborhood
Cooccurence
Textmining",0.984,,PROBABLE NON-ALLERGEN,Q8IZS8,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN ,0.615,,Metabolism Molecule,0.97141193,,	two-component system response regulator TcrA,"WP_010924276.1",9.00E-174,,	With NADH or NADPH as one dono and incorporation of one atom of oxygen,Acting on paired donors with incorporation or reduction of molecular oxygen,Oxidoreductases,2.-.-.-	0.49,noT ENZYME ,NOT ENZYME 
61,>WP_003403213.1 ,antitoxin VapB29,Antitoxin Protein,Defense Protein,75,5.52,94.93,N/A,-0.385,HYDROPHllic,46.11,8195.23,9,11,0,Unstable,,,secreted,Extracell,Extracell,Unknown,Periplasmic,1,Extracellular,,no signal peptide,Soluble Protein,0,-0.385333,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,N/A,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix	,CopG-like	","0.000156
,0.028",N/A,0, Family of unknown function (DUF6364),0.0029,no HIT,0,,"vapC29	","Neighborhood
Textmining",0.957,,PROBABLE NON-ALLERGEN, Q12934,No Result,No Result,No Result,No Result,0,, Probable ANTIGEN,0.5296,,cellular Process,1.3911489,,antitoxin VapB29,"WP_003403213.1
",2.00E-44,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,no Prediction,noT ENZYME ,NOT ENZYME 
62,>WP_003403235.1, antitoxin VapB30,Antitoxin Protein,Defense Protein,84,9.28,105.95,1490,-0.157,HYDROPHllic,33.4,9139.52,14,12,1,Stable,,,cytoplasm	,Extracell,Cell inner membrane.,Cytoplasmic,"Cytoplasmic Protein
",1,Cytoplasm,,no signal peptide,Soluble Protein,1,-0.157143,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No signal peptide,No Secretory Protein ,Phosphorylation prediction,,"Rv0623-like transcription factor; This entry represents the Rv0623-like family of ...","cl01834	",1.51E-20,low complexity	,N/A,None pridicted,N/A,N/A,N/A,0,N/A,N/A,0,No result,No,0,"Ribbon-helix-helix
	CopG-like","	8.30e-02,0.045",N/A,0,Rv0623-like transcription factor,1.30E-27,no HIT,0,,	vapC30,"Neighborhood
Cooccurence
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN,F9W301,No Result,No Result,No Result,No Result,0,,Probable ANTIGEN,0.6163,,Metabolism Molecule,1.5681418,,type II toxin-antitoxin system antitoxin VapB30,	WP_003403235.1,4.00E-49,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.5,noT ENZYME ,NOT ENZYME 
