75,>WP_003404362.1 ,sensor domain-containing protein ,214,4.93,84.35,18450,0.015,Hydrophobic,41.97,22902.76,16,25,0,Unstable,,,Cytoplasm,"Cytoplasm. Extracell.",Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,Signal peptide,Unknown,0,0.014953,NO transmembrane,Secretion (Signal Peptide),No signal peptide, Lipoprotein signal peptide (Sec/SPII),No Signal Peptide,No Secretory Protein ,Phosphorylation prediction ,,"PknH-like extracellular domain; This domain is functionally uncharacterized. It is found as ...
","pfam14032	
",1.06E-22,low complexity	,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,Possible lipoprotein LpqQ (3.40.1000.70/FF/3)	,8.70E-124,PknH-like extracellular domain,9.90E-35,NO HIT,0,,	lprH,Textmining,0.905,,PROBABLE ALLERGEN,78038796,No result,No result,No result,No result,0,, Probable ANTIGEN,0.588,,cellular Process,1.0156302,,sensor domain-containing protein,"WP_031745218.1
",5.00E-152,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
76,>WP_003404684.1 , OmpA family protein,326,6.84,94.02,18450,0.035,Hydrophobic,31.15,`33574.15,28,28,1,stable,,,outer membrane	,Cell membrane. Extracell.,Cell inner membrane,CytoplasmicMembrane,Periplasmic Protein ,0,Cytoplasm,,No signal peptide,Membrane protein,2,0.035276,"Experiment

TOPDB: AB03926,
UniProt: ARFA_MYCTU,",No Secretion (No Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins [Cell wall ...","COG2885	
",1.90E-42,low complexity	,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,"cell outer membrane ,
membrane ","GO:0009279,GO:0016020",1,"OmpA-like	,OmpA-like	","4.45e-34
,0.001
",Outer membrane protein OmpA (3.30.1330.60/FF/29)	,1.00E-17,OmpA family,1.20E-20, OmpA-like domain profile,47.686,,	nuoI,"Experiments
Databases
Textmining",0.998,,PROBABLE NON-ALLERGEN,Q653V7,Hae in P6,Haemophilus influenzae,OmpA-like (SSF103088),E1XA16,1/1 (100.0%),, Probable ANTIGEN,0.6559,,cellular Process,2.4155807,,peptidoglycan-binding protein ArfA,	WP_057336767.1,0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups,Transferases,1.-.-.-	0.48,NOT Enzyme,NOT ENZYME
77,>WP_003404748.1 ,PE family protein ,99,7.98,97.68,2980,0.62,Hydrophobic,32.67,9917.44,5,4,1,stable,,,secreted,Extracell,Cell inner membrane,Unknown,Extracellular Protein,1,Extracellular,,Signal peptide,Unknown,0,0.620202,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","pfam00934	
",1.06E-16,low complexity	,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like	,PE","1.05e-17,0.0071
",PE family protein PE22 (1.10.287.850/FF/6)	,1.10E-07, PE family,7.30E-25,NO HIT,0,,	PPE14,"Neighborhood
Textmining",0.949,,PROBABLE NON-ALLERGEN,Q942A7,No result,No result,No result,No result,0,, Probable ANTIGEN ,0.6253,,cellular Process,1.3266037,,   hypothetical protein I917_06445 ,"AGL22640.1
",2.00E-45,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
78,>WP_003404823.1 ,STAS domain-containing protein ,257,9.98,101.36,34490,0.139,Hydrophobic,47.75,27170.12,27,21,0,Unstable,,,Cytoplasm,Extracell,Cell inner membrane,Cytoplasmicmembrane,"Inner-membrane Protein",1,Cytoplasm,,No signal peptide,Membrane protein,1,0.139299,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"Histidine kinase-like ATPase domain of RsbW, an anti sigma-B factor and serine-protein kinase ...
","cd16936	
",1.91E-08,low complexity	,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,SpoIIaa-like	Anti-sigma factor antagonist SpoIIaa	,"0.0000000000114,0.014
",PAS sensor protein (3.30.565.10/FF/28)	,2.90E-12,STAS domain,9.20E-11,STAS domain profile,13.603,,Rv1364c,"Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q8RVT7,No result,No result,No result,No result,0,,Probable ANTIGEN,0.5764,,cellular Process,2.0363331,,   anti-anti-sigma factor,"CFC57498.1
",6.00E-177,,Phosphotransferases with an alcohol group as acceptor,Transferring Phosphorus-Containing Groups,Transferases,2.-.-.-	0.73,NOT Enzyme,NOT ENZYME
79,>WP_003404833.1 ,mycolyltransferase,76,10.21,83.42,8480,-0.313,Hydrophilic,50.26,8431.59,10,7,0,Unstable,,,secreted,Extracell,"Cell outer membrane. Extracell. Periplasm.
 ",Extracellular,Outer-membrane Protein,1,Extracellular,,No signal peptide,Soluble protein ,0,-0.313158,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,No result,,N/A,N/A,0,N/A,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,Diacylglycerol acyltransferase/mycolyltransferase Ag85C (3.40.50.1820/FF/86)	,3.70E-11,N/A,0,NO HIT,0,,MRA_1896,Neighborhood,0.833,,PROBABLE NON-ALLERGEN,Q2V992,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6097,,cellular Process,0.97703214,,hypothetical protein MRA_0954 ,"ABQ72687.1",1.00E-47,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.51,NOT Enzyme,NOT ENZYME
80,>WP_003404875.1 ,34 kDa antigenic family protein,303,6.24,67.69,37820,-0.015,Hydrophilic,56.61,30203.7,7,8,0,Unstable,,,secreted,Cell membrane,Cell inner membrane. Cell outer membrane. ,Cytoplasmicmembrane,Periplasmic Protein,0,Cytoplasm,,No signal peptide,Membrane protein,5,-0.014521,"Exists
Reliability:

Cross references:
UniProt: 34KD_MYCTU,",No Secretion (No Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,Glycosylation prediction ,,"Family of unknown function (DUF5336); This Actinobacterial family of proteins has no known ...","cl38559	
",2.03E-07,low complexity	,N/A,"
Protein of unknown function DUF5336 ",IPR035166,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"MFS general substrate transporter	,LacY-like proton/sugar symporter	","0.0785,0.053",N/A,0,Family of unknown function (DUF5336),3.00E-25,NO HIT,0,,	Rv0955,"Neighborhood
Cooccurence",0.89,,PROBABLE NON-ALLERGEN, Q7DNA1,No result,No result,No result,No result,0,,Probable ANTIGEN,0.7466,,Metabolism Molecule,0.76125484,,DUF5336 domain-containing protein ,WP_003914265.1,0,,Phosphotransferases with an alcohol group as acceptor,Transferring Phosphorus-Containing Groups        ,Transferases,3.-.-.-	0.57,NOT Enzyme,NOT ENZYME
81,>WP_003405053.1 ,50S ribosomal protein L32,57,12.18,78.77,5500,-0.789,Hydrophilic,90.22,6506.69,17,3,0,Unstable,,,Cytoplasm,Cell membrane. Cytoplasm. Extracell.,Extracell,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.789474,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,"Ribosomal protein L32p 
",IPR002677,structural constituent of ribosome ,GO:0003735,1,translation ,GO:0006412,1,large ribosomal subunit ,GO:0015934,1,"Zn-binding ribosomal proteins	,Ribosomal protein L32p	","0.0000000888,0.02",N/A,0, Ribosomal L32p protein family,5.40E-10,NO HIT,0,,	rpsR1,"Experiments
Textmining",0.959,,PROBABLE NON-ALLERGEN,Q9UK58,No result,No result,No result,No result,0,, Probable ANTIGEN,0.67,,cellular Process,0.97081371,,50S ribosomal protein L32,"WP_086478791.1
",8.00E-31,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
82,>WP_003405305.1 , response regulator,226,5.43,102.74,25440,-0.081,Hydrophilic,33.87,24741.41,26,32,1,stable,,,Cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,1,-0.080974,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional activator KdpE; Provisional",PRK10529 super family	,1.36E-85,REC	,1.24E-42,"
Transcriptional regulatory protein WalR-like ",IPR039420,"DNA binding 
",GO:0003677,1,"phosphorelay signal transduction system ,
regulation of DNA-templated transcription ","GO:0000160,GO:0006355",1,No result ,No,0,"CheY-like	,CheY-related","1.57e-42
,0.00018",3.40.50.2300/FF/998	,1.00E-14,Response regulator receiver domain,1.90E-26,"Response regulatory domain profile ,OmpR/PhoB-type DNA-binding domain profile","42.913,40.959",,kdpD,"Neighborhood
Cooccurence
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,P11586,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5479,,cellular Process,1.0133861,,two-component system response regulator KdpE,"WP_031678377.1
",2.00E-160,,"With a quinone or similar compound as acceptor
",Acting on NADH or NADPH	,Oxidoreductases,2.-.-.-	0.52,NOT Enzyme,NOT ENZYME
83,>WP_003405316.1 ,K(+)-transporting ATPase subunit F ,30,4.37,146.33,N/A,1.700,Hydrophobic,29.01,3256.01,1,2,1,stable,,,inner membrane	,N/A,N/A,Cytoplasmic,"Inner-membrane Protein
",0,Cytoplasm,,No signal peptide,Membrane protein,1,1.700000,Prediction,Secretion (Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,No result,,N/A,N/A,0,N/A,N/A,"K+ transporting P-type ATPase, F subunit ",IPR011726,P-type potassium transmembrane transporter activity ,GO:0008556,1,regulation of ATP-dependent activity ,GO:0043462,1,plasma membrane ,GO:0005886,1,N/A,0,N/A,0, F subunit of K+-transporting ATPase (Potass_KdpF),4.10E-09,NO HIT,0,,	kdpA,"Neighborhood
Textmining",0.978,,PROBABLE NON-ALLERGEN,P13547,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.8213,,Metabolism Molecule,2.5115765,, hypothetical protein MT1057.1 ,"AAT90142.1
",4.00E-24,,No result,No result,No result,No result,No result,NO result
84,>WP_003405324.1 ,HAMP domain-containing histidine kinase,509,5.45,104.18,43430,0.008,Hydrophobic,30.94,54590.91,43,58,1,stable,,,inner membrane	,Cell membrane,Cell inner membrane,Cytoplasmicmembrane,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Membrane protein,2,0.007858,"TOPDOM

Cross references:
TOPDOM: PRIBCTRLSENSOR,
UniProt: TRCS_MYCTU,",Secretion (Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"Signal transduction histidine kinase [Signal transduction mechanisms];
","COG0642	
",4.12E-44,HAMP	,0.00000413,None Predicted,N/A,"phosphorelay sensor kinase activity ,
transferase activity, transferring phosphorus-containing groups ","GO:0000155,GO:0016772",1,"signal transduction ,
phosphorylation ","GO:0007165,GO:0016310",1,membrane ,GO:0016020,1,"	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	,Histidine kinase	,Homodimeric domain of signal transducing histidine kinase	,Homodimeric domain of signal transducing histidine kinase	","4.58e-35,0.0077
,4.71e-17
,0.0025
",Two-component sensor histidine kinase (3.30.565.10/FF/244)	,1.00E-20,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2.20E-22," HAMP domain profile ,  Histidine kinase domain profile","7.771,43.606",,	trcR,"Neighborhood
Cooccurence
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q8RVT7,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6065,,Metabolism Molecule,-0.4019092,,        HAMP domain-containing sensor histidine kinase,"WP_003405324.1
",0,,"Protein-histidine kinases",Transferring Phosphorus-Containing Groups        ,Transferases,2.7.13.3	0.99,"Enzyme protein
2.-.-.- Transferases
2.7.-.- Transferring phosphorous-containing groups
 ",ENZYME
85,>WP_003405333.1 , ESAT-6-like protein EsxI,94,4.68,75.00,13980,-0.037,Hydrophilic,4.30,9817.81,3,8,1,stable,,,secreted,Extracell,Cell inner membrane.,Unknown,Cytoplasmic Protein,0,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.037234,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction ,,"Proteins of 100 residues with WXG; ESAT-6 is a small protein appears to be of fundamental ...","cl02005	
",1.72E-09,N/A,0,"Type VII secretion system ESAT-6-like ,
ESAT-6-like protein, Mycobacterium 
","IPR010310,IPR009416",N/A,N/A,0,N/A,N/A,0,No result ,No,0,"EsxAB dimer-like	,ESAT-6 like	","4.19e-18,0.007
",ESAT-6-like protein EsxI (1.10.287.1060/FF/4)	,6.90E-44, Proteins of 100 residues with WXG,1.60E-13,NO HIT,0,,esxW,"Neighborhood
Textmining",0.987,,PROBABLE NON-ALLERGEN,O96018,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6553,,Metabolism Molecule,1.3887854,,type VII secretion system protein EsxV,"WP_177248856.1
",3.00E-57,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups        ,Transferases,1.-.-.-	0.56,NOT Enzyme,NOT ENZYME
86,>WP_003405345.1 , WXG100 family type VII secretion target,98,`5.17,55.92,12490,"` -0.597
",Hydrophilic,41.14,10993.21,8,12,0,Unstable,,,secreted,Extracell,Cell inner membrane,Unknown,Periplasmic Protein,0,Extracellular,,No signal peptide,Soluble protein ,0,-0.596939,NO transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction ,,"Proteins of 100 residues with WXG; ESAT-6 is a small protein appears to be of fundamental ...
","cl02005        
",5.51E-12,N/A,0,Type VII secretion system ESAT-6-like ,IPR010310,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"EsxAB dimer-like	,ESAT-6 like	","1.83e-20,0.0053
",ESAT-6-like protein (1.10.287.1060/FF/6)	,1.20E-64, Proteins of 100 residues with WXG,1.40E-19,NO HIT,0,,esxI,"Neighborhood
Textmining",0.936,,PROBABLE NON-ALLERGEN,O64961,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.5397,,Virulence factors,0.48196303,,type VII secretion system ESX-5 protein EsxJ ,"WP_003405345.1
",2.00E-65,,"Nucleotidyltransferases
",Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
87,>WP_003405370.1 , PE domain-containing protein,275,4.19,92.00,22460,0.521,Hydrophobic,33.97,26224.65,5,16,1,stable,,,periplasm,Extracell,Cell inner membrane,Cytoplasmicmembrane,Extracellular Protein,1,Extracellular,,Signal peptide,Unknown,3,0.521091,NO transmembrane,Secretion (Signal Peptide),signal peptide,No signal peptide,Signal Peptide,Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"Polymorphic PE/PPE proteins C terminal; This domain family is found in bacteria, and is ...
","cl13865	
",1.08E-10,N/A,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like	,PE","1.94e-21,0.0046

",PE family protein PE22 (1.10.287.850/FF/6)	,3.20E-09, PE family,4.90E-27,NO HIT,0,,PPE15,"Neighborhood
Experiments
Textmining
[Homology]",0.95,,PROBABLE ALLERGEN,11991227,No result,No result,No result,No result,0,, Probable ANTIGEN ,0.5206,,Metabolism Molecule,0.4447694,,   PE domain-containing protein,"WP_057327771.1
",2.00E-149,,"Phosphotransferases with an alcohol group as acceptor",Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
88,>WP_003405744.1 ,: DUF4307 domain-containing protein ,144,10.75,96.04,7450,0.003,Hydrophobic,44.22,15384.74,19,10,0,Unstable,,,inner membrane	,Extracell,Periplasm,Unknown,Periplasmic Protein,1,Periplasmic,,No signal peptide,Membrane protein,2,0.003472,Prediction,No Secretion (No Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,Glycosylation prediction ,,"Domain of unknown function (DUF4307); This family of proteins is functionally uncharacterized. ...
","cl16664	
",3.25E-30,low complexity	,N/A,"
Protein of unknown function DUF4307 ",IPR025443,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"beta-Galactosidase/glucuronidase domain	,beta-Galactosidase/glucuronidase domain	","3.29e-02,0.071
",N/A,0, Domain of unknown function (DUF4307),4.10E-35,NO HIT,0,,Rv1083,Neighborhood,0.764,,PROBABLE ALLERGEN,P69327,No result,No result,No result,No result,0,, Probable ANTIGEN,0.7221,,Metabolism Molecule,2.641239,,   DUF4307 domain-containing protein,"WP_031710257.1",9.00E-94,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
89,>WP_003405770.1 ,"endo-1,4-beta-glucanase ",34,6.20,63.24,8480,-0.179,Hydrophilic,20.64,3489.89,0,1,1,stable,,,secreted,N/A,N/A,Extracellular,Cytoplasmic Protein,0,Extracellular,,No signal peptide,Soluble protein ,0,-0.179412,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction ,,N/A,N/A,0,N/A,N/A,None Predicted,N/A,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0,N/A,0,NO HIT,0,,	celA2b,"Neighborhood
Textmining
",0.958,,PROBABLE NON-ALLERGEN, Q6UX39,No result,No result,No result,No result,0,,Probable ANTIGEN,0.6577,,cellular Process,1.3300362,,hypothetical protein,"WP_079020594.1
",5.00E-16,,No result,No result,No result,No result,No result,NO result
90,>WP_003405863.1 , type II toxin-antitoxin system VapB family antitoxin,65,11.18,91.69,N/A,-0.365,Hydrophilic,51.66,6973.03,12,7,0,Unstable,,,Cytoplasm,Extracell,Extracell,Unknown,Cytoplasmic Protein,1,Extracellular,,No signal peptide,Soluble protein ,1,-0.364615,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Bacterial antitoxin of type II TA system, VapB; VapB is the antitoxin of a bacterial ...
","cl26582	
",2.22E-08,low complexity	,N/A,"
Bacterial antitoxin of type II TA system, VapB ",IPR019239,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0," Bacterial antitoxin of type II TA system, VapB",3.10E-12,NO HIT,0,,"vapC32	","Neighborhood
Cooccurence",0.972,,PROBABLE NON-ALLERGEN,P08823,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6874,,Metabolism Molecule,1.4782391,,type II toxin-antitoxin system VapB family antitoxin,"WP_102821829.1",2.00E-34,,"Nucleotidyltransferases
",Transferring Phosphorus-Containing Groups,Transferases,NON ENZYME,NOT Enzyme,NOT ENZYME
91,>WP_003406063.1 ,DUF5302 domain-containing protein [,62,10.35,17.42,N/A,"-1.674
`",Hydrophilic,102.92,6793.40,15,9,0,Unstable,,,secreted,Cell membrane. Extracell.,Cytoplasm,Unknown,Extracellular Protein,1,Extracellular,,No signal peptide,Soluble protein ,0,-1.674194,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Family of unknown function (DUF5302); Family of unknown function found in Actinobacteria with ...
","cl38518	
",5.50E-14,low complexity	,N/A,Protein of unknown function DUF5302 ,IPR035172,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0, Family of unknown function (DUF5302),3.80E-21,NO HIT,0,,NA,NA,NA,,PROBABLE NON-ALLERGEN,P46100,No result,No result,No result,No result,0,,Probable ANTIGEN,1.3384,,cellular Process,0.8431106,,DUF5302 domain-containing protein,WP_052624166.1,1.00E-33,,"Nucleotidyltransferases",Transferring Phosphorus-Containing Groups,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme
92,>WP_003406090.1 , nitrate reductase subunit beta,558,5.90,78.82,100730,-0.298,Hydrophilic,42.41,62037.83,59,66,0,Unstable,,,periplasm,Cytoplasm,Periplasm,Cytoplasmicmembrane,Periplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,0,-0.298029,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"Nitrate reductase beta subunit [Energy production and conversion, Inorganic ion transport and ...","COG1140	
",0.00E+00,low complexity	,N/A,"Nitrate reductase, beta subunit ",IPR006547,nitrate reductase activity ,GO:0008940,1,nitrate metabolic process ,GO:0042126,1,nitrate reductase complex ,GO:0009325,1,"4Fe-4S ferredoxins	,	Ferredoxin domains from multidomain proteins	","2.62e-156,0.000000000114

",Electron transport protein hydN (3.30.70.20/FF/28)	,1.50E-06,4Fe-4S dicluster domain,3.80E-36,4Fe-4S ferredoxin-type iron-sulfur binding domain profil,"8.105,7.357,8.239",,narG narJ narI narX,"Neighborhood
Gene Fusion
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q9H1A4,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4862,,Virulence factors,1.4649027,,Respiratory nitrate reductase beta chain,"AHM06915.1",0,,"With unknown physiological acceptors
",Acting on other nitrogenous compounds as donors	,Oxidoreductases,1.12.-.-        0.88,"Enzyme protein
	1.-.-.- Oxidoreductases
	1.7.-.- Acting on other nitrogenous compounds as donors
",NOT Enzyme
93,>WP_003406095.1 ,respiratory nitrate reductase subunit gamma,246,9.80,109.07,74370,0.446,Hydrophobic,47.45,28058.11,23,14,0,Unstable,,,inner membrane	,Cell membrane,Cell inner membrane,Cytoplasmicmembrane,Inner membrane Protein,1,Inner membrane ,,Signal peptide,Membrane protein,5,0.446342,"Experiment
Reliability:

Cross references:
TOPDB: AP01220,",No Secretion (No Signal Peptide),Transmembrane,No signal peptide,Signal Peptide,Secretory Protein ,Phosphorylation prediction,,Nitrate reductase gamma subunit; This family is the gamma subunit of the nitrate reductase ...,"cl00959	",8.04E-108,transmembrane region	,N/A,"Nitrate reductase, gamma subunit ",IPR003816,nitrate reductase activity ,GO:0008940,1,N/A,N/A,0,nitrate reductase complex ,GO:0009325,1,"	Respiratory nitrate reductase 1 gamma chain,	Respiratory nitrate reductase 1 gamma chain","7.85e-63,0.0000489

",Respiratory nitrate reductase subunit gamma (1.20.950.20/FF/1)	,5.00E-82, Nitrate reductase gamma subunit,8.10E-86,NO HIT,0,,"narG        
narH        
narJ","Neighborhood
Cooccurence
Coexpression
Experiments
Databases
Textmining",0.999,,PROBABLE NON-ALLERGEN, P02730,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4929,,cellular Process,2.5916547,,     respiratory nitrate reductase subunit gamma,"WP_116429775.1
",2.00E-168,,"With other known physiological acceptors
",Acting on a sulfur group of donors        ,Oxidoreductases,1.-.-.-	0.93,"Enzyme protein
	1.-.-.- Oxidoreductases	1.7.-.- Acting on other nitrogenous compounds as donors
",ENZYME
94,>WP_003406207.1 ,RNA polymerase sigma factor SigI,236,7.25,112.80,17990,0.131,Hydrophobic,40.32,25420.3,26,26,0,Unstable,,,Cytoplasm,Cell membrane. Cytoplasm,Cell inner membrane,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,No signal peptide,Soluble protein ,1,0.090345,no transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction `",,"RNA polymerase sigma factor SigI; Provisional","PRK09635	
",6.98E-177,N/A,N/A,none Predicted,N/A,"DNA-binding transcription factor activity ,
sigma factor activity ,
DNA binding ","GO:0003700,GO:0016987,GO:0003677",1,"DNA-templated transcription initiation ,
regulation of DNA-templated transcription ","GO:0006352,GO:0006355",1,No result ,No,0,"Sigma3 and sigma4 domains of RNA polymerase sigma factors	,Sigma4 domain	,Sigma2 domain of RNA polymerase sigma factors	,Sigma2 domain of RNA polymerase sigma factors	","0.0000000000012,0.01
,0.00000000000471
,0.0087
",RNA polymerase sigma factor (1.10.1740.10/FF/16)	,1.10E-04,"Sigma-70, region 4",3.30E-11,NO HIT,0,,        Rv1190,"Neighborhood
",0.872,,PROBABLE NON-ALLERGEN,Q8RVT7,No result,No result,No result,No result,0,,Probable ANTIGEN,0.4547,,Metabolism Molecule,2.3403262,,RNA polymerase sigma factor SigI,"WP_055365590.1",0,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,2.-.-.-	0.52,NOT Enzyme,NOT Enzyme
95,>WP_003406222.1 ,PE family protein ,99,4.56,82.42,4470,0.593,Hydrophobic,41.93,9615.71,1,6,0,Unstable,,,secreted,Extracell,"Cell inner membrane. Fimbrium.
 ",Unknown,Cytoplasmic Protein,0,Cytoplasm,,Signal peptide,Unknown,0,0.592929,no transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction ,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","cl03022	",2.89E-09,low complexity	,N/A,none Predicted,N/A,N/A,N/A,0,N/A,N/A,0,NO result ,No,0,"PE/PPE dimer-like	,PE","6.02e-24
,0.0026",PE family protein PE25 (1.10.287.850/FF/3)	,2.90E-08, PE family,5.30E-30,NO HIT,0,,        PPE18,"Neighborhood
Textmining",0.967,,PROBABLE ALLERGEN,11991227,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6246,,cellular Process,0.87216689,,PE family protein,"WP_009937500.1
",2.00E-53,,Nucleotidyltransferases,Transferring Phosphorus-Containing Groups        ,Transferases,NON ENZYME,NOT Enzyme,NOT Enzyme
